ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_235,0,Участник мероприятия,Сетевое и системное администрирование; ,Начальник отдела,,08.2019,,,,2002-01-10,,,,,4.826484751444049,0.132497186809214,0,30.841335153200603,,
ФИО_374,0,Участник мероприятия,Работы на токарных универсальных станках; ,Инженер-конструктор 3 категории,,,Федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский государственный университет аэрокосмического приборостроения»,,12.08.1993,,,НИЯУ МИФИ,,Эксплуатация железных дорог,69.93563012226095,0.20536360335024964,0,25.928337417809203,,
ФИО_124,0,Участник мероприятия,Радиационный контроль; ,Оператор станков с ЧПУ,Инженер,июл.1215.01.2015,Трехгорный технологический университет филиал НИЯУ МИФИ,нет в предлагаемом списке,1988-06-06,2022-01-10,,,,,31.828321330738614,0.2677011974326737,0,42.861062363476265,,
ФИО_698,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Инженер технолог 2 категории,,янв.99,ФГУП ЭлетроХимПрибор,,2004-06-18,,,,,,0.0,,0,,,
ФИО_306,1,Участник мероприятия,Бетонные строительные работы; ,ведущий инженер-программист,,08.2012,"АО ""Чепецкий механический завод""",,02.09.1979,,,,,,0.4422486524874927,,0,33.009810087676584,,
ФИО_219,1,Участник мероприятия,Мехатроника; ,Специалист по информационному моделированию,Специалист (рабочие специальности),2020,"""АО """"ЕВРАЗ ОБЪЕДИНЁННЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ Комбинат"""" """,Программист,1992-07-30,2003-02-22,,,,,27.471158968512984,,0,40.550569679038446,,
ФИО_382,0,Участник мероприятия,Сварочные технологии; ,Специалист по информационному моделированию,,ноя.04,"""АО """"Ангарский электролизный химический комбинат""""""",,1998-10-26,,,,,,25.42201150769237,0.1938217875861214,0,34.14112787118698,,
ФИО_298,0,Участник мероприятия,Управление жизненным циклом; ,,,2019-04-01,"АО ""КОНСИСТ-ОС""",,1981-12-15,,,,,,0.0,,0,,,
ФИО_441,1,Участник мероприятия,Программные решения для бизнеса; ,Токарь,Специалист (рабочие специальности),янв.16,"ООО ""Газпромнефть-ЦР""",,1999-02-18,2021-05-14,,НИЯУ МИФИ,2020,Химическая технология материалов современной энергетики,25.717500684531107,,0,,,
ФИО_137,1,Участник мероприятия,Инженерное мышление. Каракури; ,,Специалист (рабочие специальности),мар.14,Чепецкий механический завод,,1986-04-04,,,,,,0.0,,0,,,
ФИО_643,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-проектировщик 2-ой категории,,22.07.2019,АО ''ИНСТИТУТ РЕАКТОРНЫХ МАТЕРИАЛОВ'',,05.10.2002,,,,,,17.501736171253892,0.06472313433557977,0,28.71920060266438,,
ФИО_670,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Инженер по качеству,,27.06.2022,Центр Компетенций WorldSkills Национального Исследовательского Ядерного Университета МИФИ,,1975-04-14,,,,,,40.3936258485284,0.0122727168206015,0,33.63998950554349,,
ФИО_35,0,Участник мероприятия,Аддитивные технологии; ,Главный специалист,Специалист (рабочие специальности),,АО «АТОМПРОЕКТ»,,,,,,,,68.23330869046893,0.2488459048443358,0,27.319348918922984,,
ФИО_678,0,Участник мероприятия,Управление качеством; ,Арматурщика 5р,,01.2017,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРИБОРОСТРОИТ",,1977-07-19,2022-07-27,,,,,25.21036565479895,0.11049308204389172,0,41.457540962130174,1.8057455291274458,1.847941652719319
ФИО_98,1,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер-конструктор 2 категории,,2016,"""АО """"Сибирский химический комбинат""""""",,22.06.1992,,,,,,16.19668926042204,,0,,,
ФИО_583,0,Участник мероприятия,Управление жизненным циклом; ,Начальник-группы,,1986-08-06,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КОНСИСТ - ОПЕРАТОР СВЯЗИ"" ""БЕЛОЯРСКИЙ""",,1987-07-23,2013-09-18,,,2015,,0.2317872625030475,,0,,,
ФИО_303,0,Участник мероприятия,Охрана труда; ,,,,"""ФГУП""""Комбинат""""Электрохимприбор""""""",,2001-08-02,,,,,,0.0,,0,,,
ФИО_196,1,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Ведущий специалист отдела промышленной безопасности и охраны труда,,08.2010,Снежинский физико-технический институт,,1984-01-10,,,,,,0.0,0.0,0,31.379477089783776,1.1131049363529557,
ФИО_589,0,Участник мероприятия,Технологические системы энергетических объектов; ,Специалист,,1993-06-01,Акционерное общество опытное конструкторское бюро машиностроения им. И. И. Африкантова,,,,,,,,0.0,0.0,0,28.19899173400063,,
ФИО_171,0,Участник мероприятия,Квантовые технологии; ,Водитель автомобиля,Инженер,01.2019,АО Инжиниринговая компания «АСЭ» (АО ИК «АСЭ»),,16.02.1993,20.10.2017,,,,,12.416854339549491,,0,,,
ФИО_136,0,Участник мероприятия,Промышленная механика и монтаж; ,оператор станков с ПУ,,08.1994,"АО ""Гринатом""",,,2012-02-09,,,,,64.07111152660174,,0,,,
ФИО_703,0,Участник мероприятия,Квантовые технологии; ,Младший специалист WS,,2016-02-01,"""АО """"ЕВРАЗ НТМК""""""",,24.04.1972,2021-12-01,,,,,7.065283474301147,,0,,,
ФИО_30,0,Участник мероприятия,Бетонные строительные работы; ,Инженер-проектировщик 2 категории,,"11,2017",Никимт атомстрой,,,,,,,,30.40708941986322,,0,,,
ФИО_226,0,Участник мероприятия,Технологические системы энергетических объектов; ,главный специалист,,02.2013,Филиал АО «Концерн Росэнергоатом» «Кольская атомная станция»,,14.12.1986,,,,,,21.01770136142089,0.0,0,32.274258296352265,,
ФИО_415,0,Участник мероприятия,Работы на токарных универсальных станках; ,мастер,,01.2021,"ФГУП ""ОБЪЕДИНЕННЫЙ ЭКОЛОГО-ТЕХНОЛОГИЧЕСКИЙ И НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ПО ОБЕЗВРЕЖИВАНИЮ РАО И ОХРАНЕ ОКРУЖАЮЩЕЙ СР",,2002-01-19,,,,,,51.810903646897735,0.2072484239938008,0,32.49233393641028,1.4815147752701108,2.3531360657364564
ФИО_462,0,Участник мероприятия,Программные решения для бизнеса; ,оператор станков с ПУ,Нет,2016-10-10,Национальный Исследовательский Томский Государственный университет,Радиационный контроль,1983-02-16,,,,,,5.2657443881528145,,0,32.50263039935685,,
ФИО_404,1,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Инженер-проектировщик 2 категории,,2008-06-26,"""Федеральное государственное унитарное предприятие """"Горно-химический комбинат""""""",,1986-06-29,2015-08-05,Высшее;Высшее,,,,0.0,,0,,,
ФИО_422,0,Участник мероприятия,Обслуживание и ремонт оборудования релейной защиты и автоматики; ,Ведущий специалист,,09.2013,Акционерное общество Атомстройэкспорт,,,,,,,,35.56308512795147,0.08536921281605434,0,29.131887478922682,1.1224649730460354,2.0567646167302263
ФИО_252,1,Участник мероприятия,Работы на токарных универсальных станках; ,ведущий инженер-проектировщик,,,"""АО по наладке",,,,,,,,80.62723548217575,0.20389210468755758,0,41.225991869984924,,
ФИО_602,1,Участник мероприятия,Квантовые технологии; ,инженер,,01.09.2014,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,11.09.1991 .09.1991,,,,,,0.0,,0,,,
ФИО_37,0,Участник мероприятия,Мехатроника; ,студент,,"11,2011","Акционерное общество ""Высокотехнологический научно-исследовательский институт институт неорганических материалов им.А.А.",,,14.11.2005,,НТИ НИЯУ МИФИ,2012,,13.913156013522686,,0,30.542466487745656,,
ФИО_677,0,Участник мероприятия,Инженерное проектирование; ,Водитель,,2004-06-01,Атомстройэкспорт,,1998-03-04,2002-01-10,,,,,0.0,,0,,,
ФИО_15,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Фрезеровщик 5го разряда,Инженер,,"""АО """"Сибирский химический комбинат""""""",,1999-11-02,,,,,,42.60461422875693,0.1770528808228765,0,21.9497813062728,,
ФИО_149,0,Участник мероприятия,Управление качеством; ,Лаборант радиохимического анализа,Инженер,,АО «Инжиниринговая компания «АЭМ-технологии»,нет в предлагаемом списке,,,,,,,30.800034496213836,,0,,,
ФИО_363,0,Участник мероприятия,Инженерное проектирование; ,Электрослесарь по ремонту и обслуживанию автоматики и средств измерений электро станций,,2016-10-10,Студент,,30.08.1996,05.2020,,,,,0.0,0.0,0,33.40444550205157,,
ФИО_603,0,Участник мероприятия,Фрезерные работы на станках с ЧПУ; ,Инженер 3 к.,Нет,2010-01-01,АО «Объединённая теплоэнергетическая компания»,,1999-02-18,1997-06-20,,,,,48.13002645505316,,0,,,
ФИО_405,0,Участник мероприятия,Охрана окружающей среды; ,Инженер-электроник 1 категории,,07.12.2016,"Акционерное общество ""Далур""",,03.06.2000,,,Национальный исследовательский ядерный университет «МИФИ»,2022,Организация и технология защиты информации,23.69291406656273,,0,,,
ФИО_176,0,Участник мероприятия,Сметное дело; ,Инженер-технолог 1 категории,,,НИЯУ МИФИ,,,,,,,,26.091213100011068,0.1632327651796101,0,26.703388096702966,,
ФИО_287,0,Участник мероприятия,Инженерное проектирование; ,Оператор реакторного отделения 8 разряда,,04.2018,"""ФГУП """"Национальный оператор по обращению с радиоактивными отходами""""""",,1990-06-25,01.03.2021,Высшее,,,,0.0,,0,,,
ФИО_147,1,Участник мероприятия,Программные решения для бизнеса; ,Главный специалист,,2006-06-01,"""Филиал АО """"АЭМ-технологии"""" """"Петрозаводскмаш"""" в г. Петрозаводск""",,02.02.1975,,,,,,0.0,,0,,,
ФИО_75,0,Участник мероприятия,Управление качеством; ,,,2019,"""АО """"ЕВРАЗ ОБЪЕДИНЕННЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""""""",,,,,,2022,,0.0,,0,,,
ФИО_558,1,Участник мероприятия,Программные решения для бизнеса; ,Инженер по материально-техническому снабжению,,,Ленинградская атомная электростанция,,,,,,,,26.576079845193206,,0,,,
ФИО_180,0,Участник мероприятия,Промышленная механика и монтаж; ,Начальник группы,,2018-07-09,,,1985-01-14,2005-12-25,,,,,28.445693888309755,0.07947184490423535,0,35.63038891302446,,
ФИО_697,1,Участник мероприятия,Инженерное проектирование; ,,,"11,2017","""ФГУП """"ПО """"Маяк""""""",,1988-03-23,2013,,,,"Стрелково-пушечное, артиллерийское и ракетное оружие ",0.0,,0,,,
ФИО_385,0,Участник мероприятия,Инженерное мышление. Каракури; ,инженер по качеству 1 категории,Инженер,2019-03-04,АО «Гринатом»,,05.05.1986,,,,,,15.108457217827695,0.0,0,32.55072365347104,1.2205098552553917,1.6735424812586879
ФИО_3,1,Участник мероприятия,Квантовые технологии; ,Токарь,,,"АО ""Гринатом"" Отдел систем промышленной автоматизации",,26.09.1979,2019-10-17,,,,,89.0,0.14548111532008942,0,33.68165452825352,,
ФИО_618,1,Участник мероприятия,Аналитический контроль; ,инженер,Инженер,2016-03-01,БИТИ НИЯУ МИФИ,Охрана труда,1996-05-03,2021-12-09,,,,,9.215995963721292,,0,,,
ФИО_695,1,Участник мероприятия,Токарные работы на станках с ЧПУ; ,Ведущий инженер-проектировщик,Инженер,2016-10-10,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,Инженер-конструктор,1999-02-18,2021-10-23,,,,,0.0,0.10003710272372765,0,30.492895316403953,1.2281948005785654,2.110968549708993
ФИО_429,1,Участник мероприятия,Аналитический контроль; ,Инженер строительного контроля,,2017-07-01,ООО ЗапСибНефтехим,,,28-03-2022,,,,,51.47649591282087,0.17138786905731612,0,37.270477593127545,1.0,
ФИО_296,0,Участник мероприятия,Технологические системы энергетических объектов; ,,Инженер,2019,"""Филиал АО """"АЭМ-технологии"""" """"Петрозаводскмаш"""" в г. Петрозаводск""",,,,,,,,25.476609750749553,,0,,,
ФИО_660,0,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер,Специалист (рабочие специальности),2012-07-18,Озёрский Технический Колледж,,1999-02-18,2021-05-14,,,,,3.0696881374186056,0.04070225807658351,0,27.057982710782888,1.0,
ФИО_355,0,Участник мероприятия,Аналитический контроль; ,,,2015-08-01,ООО Газпромнефть ИТО,,1987-07-21,,,,,,42.05120710942139,,0,,,
ФИО_63,0,Участник мероприятия,Инженер-конструктор; ,Инженер участка релейной защиты и автоматики главной схемы,,июл.08,ФГУП ПСЗ,,,,,,,,14.1885114631527,0.05824722392793343,0,30.42994082026965,,
ФИО_384,0,Участник мероприятия,Работы на токарных универсальных станках; ,нет,Инженер,2022-03-09,Новосибирский завод химконцентратов,,1991-11-26,2014-03-04,,,,архитектор,61.29129941735737,0.07550868934010373,0,34.37566406687053,,
ФИО_160,0,Участник мероприятия,Управление жизненным циклом; ,ведущий инженер-программист,,май.12,"""АО Инжиниринговая компания """"АЭМ-технологии""""""",,1987-05-19,2002,,ИрГУПС,,,2.2042578221703693,0.0,0,34.311601653713865,,
ФИО_503,1,Участник мероприятия,Охрана труда; ,Инженер-конструктор,,"10,2016","АО ""Гринатом""",,1995-09-29,2008-03-10,,,,,0.0,0.0,0,34.05559398086192,1.2005960272682117,2.0156354946753994
ФИО_411,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Инженер по качеству,,2008-03-11,Балаковоатомэнергоремонт,,,,,,,,15.530990637087791,,0,,,
ФИО_318,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,нет,,03.2018,Калининский филиал Калининатомтехэнерго АО Атомтехэнерго,,2004-03-29,2021-06-01,,,,Ядерная энергетика и теплофизика,17.581700274517296,,0,30.38559608340961,,
ФИО_489,1,Участник мероприятия,Охрана труда; ,инженер-исследователь 2 категории,,2005-08-02,РФЯЦ ВНИИЭФ,,1990-08-30,,,,,,33.22201776284466,0.01433871576526543,0,25.993226621341627,,
ФИО_158,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер-технолог I категории,,2018-06-09,"""ФГУП """"Производственное объединение """"Маяк""""""",,,,,,,,25.046657384814647,0.034301584932726496,0,32.663961529864594,,
ФИО_642,0,Участник мероприятия,Электроника; ,токарь,,08.2008,Титан 2,,2002-11-30,2021-06-07,,,,,17.913481277912425,,0,,,
ФИО_505,1,Участник мероприятия,Информационная безопасность; ,Инженер по АСУП 1 категории,,2017-02-01,"ФГУП ""Горно-химический комбинат""",нет в предлагаемом списке,1979-03-18,,,,,,40.08488702474183,,0,,,
ФИО_418,1,Участник мероприятия,Аналитический контроль; ,Инженер по качеству,,"10,2006",Артем Резников,,1999-08-25,2024-04-01,,,,,29.692956861536615,0.08272534896737924,0,32.51747709787506,1.4118903534346179,2.1767904890555476
ФИО_84,0,Участник мероприятия,Управление жизненным циклом; ,,,,ФГУП ПО МАЯК,,,,среднее профессиональное,"ГАПОУ СО ""Новоуральский технологический колледж""",2015;2014,Материаловед,0.0,,0,,,
ФИО_576,1,Участник мероприятия,Программные решения для бизнеса; ,Инженер-проектировщик 2 категории,,2017,"ФГУП ""Горно-химический комбинат""",,1993-02-01,2011-10-06,,,,,19.64108405152802,,0,,,
ФИО_461,1,Участник мероприятия,Инженерное проектирование; ,Инженер ведущий,,,Филиал АО «Концерн Росэнергоатом» «Опытно-демонстрационный инженерный центр по выводу из эксплуатации»,,,2014,Высшее,ИрГУПС,,химическая физика,17.136126337212527,,0,,,
ФИО_399,0,Участник мероприятия,Аналитический контроль; ,инженер-электроник 1 категории,,2018-03-21,"""Филиал АО """"Русатом инфраструктурные решения в городе Глазове """,,1995-09-29,,,,,,29.456053539970892,,0,,,
ФИО_321,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Инженер-конструктор 3 категории,,,«Опытное конструкторское бюро машиностроения имени И. И. Африкантова»,,,,,,,,3.1800764659192904,0.008030756121054514,0,40.01597390212184,,
ФИО_182,0,Участник мероприятия,Технологические системы энергетических объектов; ,Ведущий специалист,,,Озерский технологический институт - филиал Нияу мифи,,,,,,,,32.15647193239419,0.07190103489479753,0,27.054910293878358,,
ФИО_646,0,Участник мероприятия,Электромонтаж; ,ведущий инженер по ООС (эколог),,"11,2011","Федеральное государственное унитарное предприятие ""Горно-химический комбинат""",,1988-03-23,,,,2010,,0.0,,0,,,
ФИО_452,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Ведущий инженер,Инженер,2016-10-10,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Национальный исследовательский уни",Вывод из эксплуатации объектов использования атомной энергии,2000-08-11,2015-01-21,Высшее,,,,0.0,,0,,,
ФИО_549,1,Участник мероприятия,Электроника; ,Электромонтёр ОПС,,,"""Филиал АО """"Концерн Росэнергоатом"""" """"Нововорнежская АЭС""",,,,,,,,27.839276048992915,,0,33.51305603353505,,
ФИО_638,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Инженер по подготовке производства,Инженер,2009-03-10,Управления по техническому контролю при изготовлении оборудования для АЭС Российской Федерации,,08.09.1974,2002-11-14,,,,,0.0,0.0,0,41.72531972765538,,
ФИО_451,0,Участник мероприятия,Мехатроника; ,Специалист,,06.2013,"""АО """"Уральский электрохимический комбинат""""""",нет в предлагаемом списке,1985-06-05,2012-11-02,,,,,1.696314921198443,0.15635656090491262,0,24.076641577127088,,
ФИО_43,0,Участник мероприятия,Управление жизненным циклом; ,Сварщик,,1999-07-25,"""АО """"Сибирский химический комбинат""""""",,,2020-03-17,,,,,21.61973489987855,0.17941016818506372,0,24.402925600497667,,
ФИО_579,0,Участник мероприятия,Охрана окружающей среды; ,Оператор реакторного отделения 8 разряда,,июн.01,"""АО """"Ордена Трудового Красного Знамени и ордена труда ЧССР - опытное конструкторское бюро """"ГИДРОПРЕСС""""""",Сметное дело,1987-01-14,2014-06-10,,,,,43.78538580068148,0.14014205584068767,0,36.416500519030684,,
ФИО_249,0,Участник мероприятия,Инженерное проектирование; ,Ведущий инженер по ремонту,,1996,"Национальный исследовательский ядерный университет ""МИФИ""",,,,,,,,4.530460301040371,0.07319121989784975,0,27.02444263631333,1.2104758171615595,2.8836232134627826
ФИО_255,0,Участник мероприятия,Управление жизненным циклом; ,разработчик,,,"АО ""Гринатом""",,2001-04-11,,,,,,0.0,,0,,,
ФИО_115,0,Участник мероприятия,Управление качеством; ,-,,,АО «АТОМПРОЕКТ»,,,,среднее профессиональное,,2022,,33.51599161483495,,0,,,
ФИО_256,1,Участник мероприятия,Инженерное проектирование; ,Инженер-конструктор,,2022,"""филиал АО """"Концерн Росэнергоатом"""" """"Опытно-демонстрационный инженерный центр по выводу из эксплуатации""""""",,08.09.1974,,,,,,0.0,0.018588747479859183,0,29.71327244716644,,
ФИО_152,0,Участник мероприятия,Мехатроника; ,Фрезеровщик,,03.10.2005,"""АО """"Опытное Конструкторское Бюро Машиностроения имени И.И. Африкантова""""""",нет в предлагаемом списке,29.07.1991,1996,,,,,26.33233492023198,,0,,,
ФИО_519,0,Участник мероприятия,Инженерное проектирование; ,Инженер-конструктор III категории,,2022-04-01,"""Акционерное общество """"Опытное конструкторское бюро машиностроения имени И.И. Африкантова""""""",,1989-04-18,2018-11-05,,,,,7.03874016465854,,0,,,
ФИО_633,1,Участник мероприятия,Охрана труда; ,BIM-координатор,,2016-10-10,Ведущий научно-исследовательский проектно-изыскательский институт промышленной технологии,,1999-02-18,2020-09-15,,,2020,,47.53653004010553,0.17807854752810184,0,24.769522573730804,,
ФИО_26,1,Участник мероприятия,Работы на токарных универсальных станках; ,Мастер 1 группы,,04.2019,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КОНСИСТ - ОПЕРАТОР СВЯЗИ"" ""БЕЛОЯРСКИЙ""",,2002-04-12,-,,,,,40.97416149527792,0.16165980084708895,0,20.18107647792136,,
ФИО_410,0,Участник мероприятия,Программные решения для бизнеса; ,Сменный лаборант химического анализа,,08.2002,"""филиал АО """"Концерн Росэнергоатом"""" """"Опытно-демонстрационный инженерный центр по выводу из эксплуатации""""""",,1999-11-04,,,,,,11.197073304324629,,0,,,
ФИО_154,1,Участник мероприятия,Управление жизненным циклом; ,Инженер по метрологии,,,"""ФГУП """"Производственное объединение """"Маяк""""""",,,2016,,,,,3.9181944598710725,,0,,,
ФИО_676,0,Участник мероприятия,Неразрушающий контроль; ,,,2018-06-09,НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЯДЕРНЫЙ УНИВЕРСИТЕТ МИФИ,Радиационный контроль,1983-10-17,2013,,,,,0.0,,0,,,
ФИО_111,0,Участник мероприятия,Строительный контроль; ,Инженер-программист,,2014-07-14,"""АО """"Ведущий проектно-изыскательский и научно-исследовательский институт промышленной технологии""""""",,,,,,,,0.0,0.06329783892214404,0,27.734170284217953,1.2868761208297714,1.4100175495664946
ФИО_627,0,Участник мероприятия,Управление качеством; ,инженер по защите информации,,2007-08-10,"Акционерное общество ""Высокотехнологический научно-исследовательский институт институт неорганических материалов им.А.А.",,24.02.1990,2019-08-26,,,,Технология машиностроения,0.0,,0,31.841318108434212,,
ФИО_320,0,Участник мероприятия,Машинное обучение и большие данные; ,,,,"АО ФЦНИВТ СНПО ""Элерон""",,,2021-06-07,,,,,56.13342955045346,0.17104196007595168,0,33.19652721238235,,
ФИО_94,0,Участник мероприятия,Охрана труда; ,Студент,,,"""ФГУП """"Комбинат """"Электрохимприбор""""""",,1999-03-26,,Высшее,,,,0.4443842265427165,0.20170678757233096,0,26.145277931118443,,
ФИО_261,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Руководитель направления,,1997-09-01,"ФГУП ""Горно-химический комбинат""",,1994-11-03,,,,,,30.68873716106129,0.07073821352326323,0,28.809889790236745,,
ФИО_114,1,Участник мероприятия,Инженерное проектирование; ,Инженер-конструктор,,08.2005,ООО «Русатом инфраструктурные решения»,,05.04.1975,2003-02-06,,,,,12.79575357574372,,0,,,
ФИО_502,0,Участник мероприятия,Водитель спецавтомобиля; ,Инженер по охране труда,,2016-03-14,Управление автомобильного транспорта,,19.02.1994,,,,,,46.46370279783039,,0,,,
ФИО_284,1,Участник мероприятия,Строительный контроль; ,инженер,,27.06.2022,"АО ""Концерн Титан-2""",,1985-06-05,2013-07-06,,,,,4.972050628103464,,0,33.89184921658828,,
ФИО_2,1,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Студент,Инженер,1993-06-01,Нет,,2000-10-26,2021-09-14,,,,,0.0,,0,,,
ФИО_426,0,Участник мероприятия,Информационная безопасность; ,Инженер-технолог 2 категории,,2017-09-19,Федеральное государственное унитарное предприятие Научно-исследовательский институт Научно-производственное объединение «Луч»,,02.07.1984,,,,,,20.24338572834536,0.0,0,36.28415439618553,1.252791901073837,2.3774014427882384
ФИО_390,0,Участник мероприятия,Бетонные строительные работы; ,,,2020-12-01,АО «Высокотехнологичный научно-исследовательский институт неорганических материалов имени академика А.А. Бочвара»,,1984-09-26,2021-05-14,,,,,34.66752123719422,,0,,,
ФИО_330,1,Участник мероприятия,Управление качеством; ,инженер-конструктор,,авг.13,ФГУП «Приборостроительный завод имени К.А. Володина»,,11.05.1989,,,,,,14.949661628471913,,0,29.47891709144078,,
ФИО_60,0,Участник мероприятия,Информационная безопасность; ,Электромонтер по ремонту и обслуживанию электрооборудования,,04.2018,"""АО Нижегородская инжиниринговая компания """"Атомэнергопроект"""" (АО """"НИАЭП"""")""",,1988-09-06,2010-01-18,среднее профессиональное,,2015;2014,Техносферная безопасность,14.953355718290242,,0,,,
ФИО_402,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Водитель,,01.09.2019,"ПАО ""ППГХО"" Объединенное автохозяйство",,03.06.2000,05.2020,,,,,0.0,0.0,0,32.32664709291966,,
ФИО_391,0,Участник мероприятия,Промышленная механика и монтаж; ,Фрезеровщик,,,"Филиал ПАО ""Корпорация ""Иркут"" в г.Воронеж",,,,,,,,16.311360216225747,,0,34.30494762514504,,
ФИО_217,1,Участник мероприятия,Строительный контроль; ,,,июн.11,"""ООО """"АЛЬСТОМ Атомэнергомаш""""""",,1993-05-04,,,"ФГАОУ ВО ""Санкт-Петербургский политехнический университет Петра Великого""",2015;2014,08.04.01 Строительство,36.89383695141379,0.18828868032057303,0,23.19191721075505,,
ФИО_657,0,Участник мероприятия,Охрана труда; ,специалист 1 категории,,2006-08-23,"ООО ""Газпромнефть - Цифровые решения""",,1998-04-19,2019-09-07,14.05.02,,2022,,32.61530832068243,,0,,,
ФИО_140,0,Участник мероприятия,Инженер-конструктор; ,Оператор станков с ЧПУ,,2006-03-10,"АО ""Концерн Росэнергоатом"" ""Балаковская АЭС""",,1986-09-18,2022-01-10,,,,,35.93196409547167,0.028023886927720162,0,23.349624662165674,1.2374776751428322,1.7399117153453143
ФИО_128,1,Участник мероприятия,Инженер-конструктор; ,Инженер-химик,,2014-07-14,ООО «НИИАР-ГЕНЕРАЦИЯ»,,,,,,,,13.9500726421208,,0,,,
ФИО_444,0,Участник мероприятия,Изготовление прототипов; ,,,,"""""""Балаковоатомэнергоремонт"""" - филиал АО """"Атомэнергоремонт""""""",,26.09.1979,,,,,,22.597984163356795,0.0,0,22.35784906930257,,
ФИО_14,0,Участник мероприятия,Геодезия; ,Эксперт MES/MOM,,08.2019,,,1986-10-18,,,,,,14.381828604799926,0.027530986998231748,0,31.475523989849393,1.4179044018678808,1.9567553391208519
ФИО_651,1,Участник мероприятия,Инженерное проектирование; ,Электромонтер,,2017-07-06,"""АО """"РИР"""" филиал в г. Озерске""",,1981-03-03,2014-06-10,,,,,29.543946745702073,,0,,,
ФИО_46,0,Участник мероприятия,Электромонтаж; ,Ведущий инженер,,,"АО ""Чепецкий механический завод""",,1977-10-03,,,,,,41.2119473220584,,0,,,
ФИО_314,0,Участник мероприятия,Управление жизненным циклом; ,инженер-конструктор,,2012-05-02,АО «Атомэнергопроект»,,17.04.1996,,,,,,0.0,0.050604037322115575,0,25.584588855879016,,
ФИО_369,0,Участник мероприятия,Электроника; ,главный специалист,,18.11.2019,"""АО """"РИР"""" филиал в г. Озерске""",,2004-03-06,15.01.2015,,,,,0.0,,0,40.15823622410712,,
ФИО_82,1,Участник мероприятия,Мехатроника; ,Водитель,,06.2022,"""АО """"Ордена Трудового Красного Знамени и ордена труда ЧССР - опытное конструкторское бюро """"ГИДРОПРЕСС""""""",,1976-10-23,2019-06-03,Высшее;Высшее,,,Промышленное и гражданское строительство,0.0,,0,35.50203143266881,,
ФИО_165,0,Участник мероприятия,Мехатроника; ,,,,"""Акционерное общество Красноярский филиал """"Государственный специализированный проектный институт""""""",Токарные / Фрезерные работы на станках с ЧПУ,2003-06-14,2021-09-14,,,,,0.0,,0,,,
ФИО_578,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Токарь расточник 4 разряд,Инженер,2010-06-26,"АО ""ВПО ""Точмаш""",,1999-08-28,2018-04-13,Высшее ,,,,13.936978421355189,0.054496720402417445,0,37.65198635079857,,
ФИО_684,0,Участник мероприятия,Информационная безопасность; ,Начальник отдела,Специалист (рабочие специальности),06.2012,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1999-02-18,2020-06-16,,,,,0.0,,0,,,
