ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_558,0,Участник мероприятия,Геодезия; ,,,2009-03-10,ОАО РЖД дистанция гражданских сооружений ,,1985-12-13,,,МИФИ,,,51.73994661153892,,0,,,
ФИО_419,0,Участник мероприятия,Квантовые технологии; ,Инженер по организации эксплуатации и ремонту зданий и сооружен,,2018-05-03,"Акционерное общество ""Гринатом""",,1982-10-23,2011,,,,,0.0,,0,,,
ФИО_153,0,Участник мероприятия,Управление жизненным циклом; ,Мастер-лаборант,,02.2000,АО СХК ЦГЭС,,1997-12-12,2019-02-14,Высшее,,,,2.7366253343175693,,0,,,
ФИО_273,0,Участник мероприятия,Радиационный контроль; ,Плотник,,,"АО ""ВНИПИпротехнологии""",,05.05.1986,2019,,,,,3.00201460552176,0.05268888140435635,0,35.04487072461565,,
ФИО_285,0,Участник мероприятия,Бетонные строительные работы; ,Лаборант химического анализа,Инженер,06.2021,Озерский технический колледж ,,1993-01-16,,,,,,59.487432053812064,0.24802580106369307,0,31.64656681005984,,
ФИО_696,0,Участник мероприятия,Инженерное проектирование; ,Заместитель начальника цеха по подготовке к выводу из эксплуатац,,2016-10-10,"АО ""ВНИПИпротехнологии""",нет в предлагаемом списке,1996-11-28,14.08.2019,,,,,0.0,,0,,,
ФИО_511,0,Участник мероприятия,Промышленная механика и монтаж; ,Ведущий специалист по технической защите информации,Нет,июл.01,Трехгорный технологический институт НИЯУ МИФИ,Вывод из эксплуатации объектов использования атомной энергии,1974-12-27,03.10.2005,,,,,0.0,0.014627795713858846,0,36.867304435239376,1.4928753383403726,1.5325845634730666
ФИО_320,1,Участник мероприятия,Сетевое и системное администрирование; ,Слесарь по КИП и А,,2000,Департамент информационных технологий ГХК,,,2019-07-22,,,,,0.0,0.0,0,36.085060392604504,,
ФИО_587,0,Участник мероприятия,Аналитический контроль; ,,,2004-10-01,"""Калининатомэнергоремонт"" - филиал АО ""Атомэнергоремонт""",,2002-10-06,,,,,,30.44802800402808,,0,,,
ФИО_345,0,Участник мероприятия,Инженер-конструктор; ,инженер 2 категории,,2021-04-23,Филиал АО ''АЭМ-технологии'' ''Атоммаш'' в г. Волгодонск,,,,,,,,34.19311825184441,0.1665350872066626,0,28.77139717210268,1.4409656281573824,1.760845211058011
ФИО_203,0,Участник мероприятия,Управление качеством; ,Ведущий инженер,Специалист (рабочие специальности),2017-02-01,Московский колледж архитектуры и градостроительства,Радиационный контроль,1986-04-21,2020-08-19,,,,,0.0,0.03759222642369795,0,33.40107722588145,,
ФИО_697,0,Участник мероприятия,Программные решения для бизнеса; ,слесарь-ремонтник 8разряда,Специалист (рабочие специальности),2016-03-14,Титан 2,,01.02.1989,2009-03-10,,,,,0.0,,0,,,
ФИО_263,0,Участник мероприятия,Промышленная механика и монтаж; ,Дозиметрист,,2021-05-13,"""АО """"Сибирский химический комбинат""""""",,07.09.1993,5.06.2017,,,,,29.864673318259992,,0,,,
ФИО_299,0,Участник мероприятия,Управление качеством; ,Мастер,Инженер,2012,"""Фгуп""""ПСЗ"""" имени К. А. Володина""",,1984-01-29,1995-09-18,,,,,0.0,,0,,,
ФИО_484,0,Участник мероприятия,Инженерное мышление. Каракури; ,Наставник ОЦК,Инженер,26.09.2011,Научно-исследовательский центр,,2000-10-26,2018-03-12,,,,,20.206561078236057,0.0,0,37.43834007632654,,
ФИО_709,0,Участник мероприятия,Аналитический контроль; ,Электромонтер,Специалист (рабочие специальности),2016-10-10,Федеральное государственное унитарное предприятие Научно-исследовательский институт Научно-производственное объединение «Луч»,,29.11.1987,2021-05-14,,,,,42.538153955257556,0.17719142050772305,0,36.82687392561893,,
ФИО_18,0,Участник мероприятия,Управление жизненным циклом; ,Инженер,,,"""АО """"Опытное Конструкторское Бюро Машиностроения имени И.И. Африкантова""""""",,,,,,,,0.0,0.05887673911275791,0,46.440063930586405,1.3501275653111393,
ФИО_458,0,Участник мероприятия,Электромонтаж; ,Главный специалист,Инженер,06.2021,Акционерное общество «Русатом Автоматизированные системы управления»,,03.06.2000,2020-06-17,,,,,17.924849293590967,0.10230645727630454,0,34.42944270060378,1.2961050688073201,1.9747400462107738
ФИО_107,0,Участник мероприятия,Технологии композитов; ,Электрогазосварщик,Специалист (рабочие специальности),,"""Калининатомэнергоремонт"" - филиал АО ""Атомэнергоремонт""",,22.05.1997,,,,,,36.60659762611374,,0,,,
ФИО_524,1,Участник мероприятия,Управление жизненным циклом; ,Сварщик,Инженер,2014-07-07,Никимт атомстрой ,,1974-06-13,09.11.2009,,,,,0.0,0.02563725200373232,0,33.52530306465133,,
ФИО_323,0,Участник мероприятия,Машинное обучение и большие данные; ,Главный специалист группы сопровождения систем департамента информационной безопасности,Специалист (рабочие специальности),08.2004,"Филиал АО ""Концерн Росэнергоатом"" ""Балаковская атомная станция""",Радиационный контроль,04.03.80,2020-01-24,,,,,53.83653657332704,0.017678931267817694,0,34.33426041833582,1.0362455309947376,2.3204675519400957
ФИО_209,1,Участник мероприятия,Инженер-конструктор; ,Инженер по организации управления производством,,дек.13,Завод 156,,1997-07-20,2019,среднее профессиональное,ИрГУПС,2023,Информационная безопасность автоматизированных систем,38.974888895422154,,0,,,
ФИО_116,0,Участник мероприятия,Технологические системы энергетических объектов; ,инженер электроник 3 категории,,,Акционерное общество «Концерн Титан 2»,,,,,,,,10.834606978188429,,0,,,
ФИО_623,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Водитель,,01.2017,"Федеральное государственное унитарное предприятие «Производственное объединение «Маяк», служба информационных технологий",,1999-07-31,17.01.2022,Высшее,НИУЯ МИФИ,2015;2014,инженер,14.721003272080134,,0,,,
ФИО_555,0,Участник мероприятия,Промышленная механика и монтаж; ,Инженер по качеству,,2010-01-18,"""филиал АО """"Концерн Росэнергоатом"""" """"Опытно-демонстрационный инженерный центр по выводу из эксплуатации""""""",,,2020-07-20,,,,,40.865680769459445,,0,,,
ФИО_530,0,Участник мероприятия,Охрана труда; ,Специалист,Инженер,2001-02-09,ОКБМ АФРИКАНТОВ ,,,,,,,,7.627202637057943,,1,,,
ФИО_621,0,Участник мероприятия,Технологии композитов; ,Сменный лаборант химического анализа,,2019-03-04,"""Акционерное общество """"Атомтрубопроводмонтаж""""""",,1999-02-18,2018-02-02,,,,,81.63380319346834,,0,,,
ФИО_582,0,Участник мероприятия,Аналитический контроль; ,Инженер - конструктор,,2019-01-15,АО «Центральный проектно-технологический институт»,,1998-04-19,,,,,,36.83162420484096,0.2999399125383243,1,18.05712315912023,,
ФИО_251,0,Участник мероприятия,Сетевое и системное администрирование; ,,Инженер,,"ООО ""Газпромнефть-Цифровые решения""",,1986-06-29,2020-10-05,,,,,0.0,,0,,,
ФИО_512,0,Участник мероприятия,Управление жизненным циклом; ,Инженер по качеству,,07.2018,ФГУП комбинат электрохимприбор,,1999-02-18,2021-11-01,,,,,1.7144124271844916,,0,,,
ФИО_89,0,Участник мероприятия,Мехатроника; ,Ведущий инженер технолог,Инженер,2019-02-14,"Акционерное общество ""Центральное конструкторское бюро машиностроения""",,1992-09-28,,,,,,32.45899067229686,0.0,0,38.12950623540061,1.0701003961820412,2.0240227897629364
ФИО_670,0,Участник мероприятия,Управление жизненным циклом; ,специалист 1 категории,,2022-02-21,"ФГБОУ ВО ""Алтайский государственный университет""",,1997-08-18,25.08.2009,,,,,0.0,,0,,,
ФИО_379,0,Участник мероприятия,Радиационный контроль; ,Ведущий инженер по ремонту и эксплуатации станочного об-ия,,2006-08-01,ИВТЭ НИЯУ МИФИ,,,,,,,,30.060858358414716,,0,,,
ФИО_414,0,Участник мероприятия,Информационная безопасность; ,Ведущий инженер проектировщик,,2004-10-01,ФГУП ПСЗ,,2002-03-30,2019-02-14,,,,,51.318434364813825,,0,,,
ФИО_53,0,Участник мероприятия,Управление жизненным циклом; ,"Инженер-программист (по безопасности конфиденциальной информации), ведущий",,июн.01,"""АО """"Чепецкий Механический Завод",,,,,,,,6.2322444676510695,0.1652381147545287,0,22.795024368751726,1.510704869999381,1.821191964601676
ФИО_241,0,Участник мероприятия,Сварочные технологии; ,Главный эксперт,,01.02.2002,Снежинкий физико-технический институт НИЯУ МИФИ,,18.07.1991,2021-01-25,Высшее,Московский государственный институт стали и сплавов (технологический университет),,,27.87175257622445,0.15272816491208108,0,21.412431741392595,1.0,
ФИО_699,0,Участник мероприятия,Бетонные строительные работы; ,Инженер по качеству,,2016-10-10,АО «ФНПЦ «ПО «Старт» им. М.В.Проценко»,,2001-02-18,2020-03-17,,,,,27.154939125813698,,0,,,
ФИО_596,0,Участник мероприятия,Управление жизненным циклом; ,Инженер по качеству,,2005-08-02,Отдел капитального строительства группа,,,,,,,,6.76870982702909,0.027399223022683605,0,36.39849941024348,,
ФИО_557,0,Участник мероприятия,Работы на токарных универсальных станках; ,"Инженер по ИТСФ (администратор АСФЗ), 1 категория",,2014-03-04,"""АО """"Машиностроительный завод""""""",,1976-11-06,,,,,,50.99248951011969,,0,,,
ФИО_262,0,Участник мероприятия,Управление качеством; ,,,,"""АО """"Уральский электрохимический комбинат""""""",,,,,,,,19.601681909617866,0.0,0,36.18850596470059,1.4372382000100044,1.9456020495613955
ФИО_607,1,Участник мероприятия,Программные решения для бизнеса; ,Главный специалист,,1982-01-20,АО «Атомтехэнерго» Московский филиал «Центратомтехэнерго»,,1992-04-14,2006-08-01,,,,,23.1295330830341,,0,,,
ФИО_518,1,Участник мероприятия,Промышленная механика и монтаж; ,инженер-конструктор,,2012-12-03,Управления по техническому контролю при изготовлении оборудования для АЭС Российской Федерации,,1993-02-18,2011,,,,,14.444591028449366,,0,,,
ФИО_527,0,Участник мероприятия,Изготовление прототипов; ,,,,Филиал АО «Концерн Росэнергоатом» «Кольская атомная станция»,,02.08.1991,,,,,,16.86810529079568,,0,31.880132467906698,,
ФИО_337,1,Участник мероприятия,Аналитический контроль; ,-,Инженер,февраль 2020,Озерский технологический институт - филиал Нияу мифи,,08.09.1974,,,,,,35.853771398329435,0.0902335366945088,0,30.25829110998921,,
ФИО_554,0,Участник мероприятия,Строительный контроль; ,Ведущий эксперт,,2002-11-14,"Акционерное общество ""Научный исследовательский институт научное производственное объединение Луч""",,2003-06-09,2016,,,,,0.0,,0,,,
ФИО_131,0,Участник мероприятия,Программные решения для бизнеса; ,,,"11,2007","Федеральное государственное унитарное предприятие ""Производственное объединение ""Маяк""""",,1976-01-30,2022-01-12,,,,,37.644007583121514,,0,,,
ФИО_329,1,Участник мероприятия,Охрана окружающей среды; ,,,,АО «Атомэнергопроект»,,,,,,,,13.95671337411087,,0,,,
ФИО_189,0,Участник мероприятия,Сетевое и системное администрирование; ,,Специалист (рабочие специальности),2009-08-25,ООО Газпромнефть ИТО,Радиационный контроль,2000-02-12,2020-05-06,,,,,0.0,,0,,,
ФИО_572,0,Участник мероприятия,Неразрушающий контроль; ,аппаратчик,,2018-11-01,ООО Атоммаш-Сервис,,,2020-02-12,,,,,40.45696394942883,0.032299586008269474,0,40.56441780152133,1.6923774629906563,2.0380217248186763
ФИО_275,1,Участник мероприятия,Радиационный контроль; ,Студент,,2006-03-10,"""Акционерное общество """"Государственный специализированный проектный институт"""" обособленное подразделение в г Иркутске""",,07.11.1986,,высшее,Вятский Государственный университет,2021,Промышленная электроника,42.612912801133774,,0,,,
ФИО_355,1,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Сварщик,,2010-10-01,"""Публичное акционерное общество """"Приаргунское производственное горно-химическое объединение""""""",,1987-05-04,2019-10-17,,,,,21.587102249824902,,0,,,
ФИО_496,1,Участник мероприятия,Изготовление прототипов; ,Инженер по качеству,,2016-10-10,"АО ""Концерн Росэнергоатом"" ""Балаковская АЭС""",,1990-04-12,Нету,,,,,19.930173854505703,0.16476446876937098,0,39.27617019497636,1.0,2.4260763059872965
ФИО_669,1,Участник мероприятия,Машинное обучение и большие данные; ,Начальник-группы,,04.2019,"""АО """"ЕВРАЗ ОБЪЕДИНЕННЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""""""",,21.10.1997,20.11.2017,,,,,5.0322888243466455,,0,,,
ФИО_378,0,Участник мероприятия,Электромонтаж; ,,,,"""АО """"Сибирский химический комбинат""""""",Программист,,,,,,,14.273532874811565,,0,,,
ФИО_612,0,Участник мероприятия,Неразрушающий контроль; ,Инженер,Нет,2000-05-15,"""Федеральное государственное унитарное предприятие """"Горно-химический комбинат""""""",Радиационный контроль,1999-02-18,20022022,,,,,24.2230256727507,,0,,,
ФИО_573,0,Участник мероприятия,Управление жизненным циклом; ,Инженер по качеству,,01.2017,АО «Русатом Оверсиз»,,,,,,,,0.0,,0,,,
ФИО_590,0,Участник мероприятия,Информационная безопасность; ,Водитель автомобидя,,2018-07-09,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,Инженерное проектирование,1995-07-02,2009-06-30,,,,,29.3262839248503,,0,,,
ФИО_230,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Старший специалист,Инженер,2001-07-01,"АО ""Ангарский электролизный химический комбинат""",,,2017-02-21,,,,,0.0,0.08067999719630209,0,24.327948293232893,,
ФИО_528,0,Участник мероприятия,Строительный контроль; ,Начальник отдела строительного контроля,,2016-10-10,"Акционерное общество ""Центральное конструкторское бюро машиностроения""",,04.03.80,1995-09-18,,,2015,,21.36252546374252,,0,,,
ФИО_114,0,Участник мероприятия,Мехатроника; ,,,,"""АО """"Сибирский химический комбинат""""""",,,,,,,,13.406218851899567,0.017008665998100955,0,33.29296451596477,1.223512668636677,1.1560815193702603
ФИО_76,1,Участник мероприятия,Промышленная механика и монтаж; ,инженер-конструктор,,2019-09-07,АО Научный и Конструкторский Институт Монтажной Технологии-Атомстрой,,,2022-04-11,,,,,22.574561965457256,,0,,,
ФИО_578,0,Участник мероприятия,Управление жизненным циклом; ,Главный специалист,Инженер,2014-07-07,"АО ""Атомстройэкспорт""",,1991-06-15,2019-06-03,,,,,6.066575878569461,,0,,,
ФИО_523,0,Участник мероприятия,Управление жизненным циклом; ,Электромонтер по ремонту и обслуживанию электрооборудования,,,"""АО """"Машиностроительный завод""""""",,,,,,,,0.0,,0,,,
ФИО_47,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,,,,Акционерное общество «Центральный проектно-технологический институт»,,1988-03-23,,Высшее,,,,31.331439485071364,0.0,0,28.7812654271385,,
ФИО_498,0,Участник мероприятия,Сварочные технологии; ,Инженер-конструктор 2 категории,,авг.16,АО «ОКБМ АФРИКАНТОВ»,,1997-10-20,2022-05-04,,,,,0.0,,0,,,
ФИО_132,0,Участник мероприятия,Сетевое и системное администрирование; ,Дозиметрист ОРБ,Специалист (рабочие специальности),2011-10-06,Филиал АО ''Концерн Росэнергоатом'' ''Калининская атомная станция'',,,2013,,,,,15.934859946336683,,0,,,
ФИО_538,0,Участник мероприятия,Управление жизненным циклом; ,Эксперт,Инженер,2008-03-11,"""Акционерное Общество """"Федеральный Научно-Производственный Центр """"Производственное Объединение """"СТАРТ"""" им .М.В.Проценко""""""",,03.12.1979,2010-01-18,,,,,0.0,,0,,,
ФИО_447,0,Участник мероприятия,Строительный контроль; ,Дозиметрист,,,"""АО """"Консист-Оператор-Связи""""""",,,,,,,,39.26119191688385,0.09639561922691328,0,34.3695207689221,,
ФИО_542,1,Участник мероприятия,Аналитический контроль; ,Инженер-проектировщик 2 категории,,09.2001,"""АО Инжиниринговая компания """"АСЭ""""""",,11.09.1991 .09.1991,,,,,,45.10963069834936,0.0,0,37.40193038609661,,
ФИО_215,0,Участник мероприятия,Охрана труда; ,дозиметрист отдела радиационной безопасности радиохимического завода,,2011,Федеральное Государственное Унитарное Предприятие Приборо Строительный Завод,,,,,,,,14.81083706001818,0.07290611257251846,0,35.89267369202612,,
ФИО_146,0,Участник мероприятия,Охрана труда; ,Наладчик станков и манипуляторов с программным управлением,,2011-09-01,"Филиал АО ""КОНЦЕРН РОСЭНЕРГОАТОМ""""РОСТОВСКАЯ АТОМНАЯ СТАНЦИЯ""",,,2022-01-10,,,,,0.0,,0,35.62149326147073,,
ФИО_178,1,Участник мероприятия,Управление качеством; ,аппаратчик,,07.2019,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «ГОРНО-ХИМИЧЕСКИЙ КОМБИНАТ»,,1991-06-15,,,,,,0.0,0.0975877912038536,0,32.13320547867662,,
ФИО_27,1,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Слесарь КИПиА,,"10,2018",Цифровые платформы и решения для умного города,,07.09.1993,,,,,,0.0,0.017020444842437157,0,29.380401452087405,,
ФИО_593,0,Участник мероприятия,Сетевое и системное администрирование; ,Специалист 2 категории,,2014,"ФГУП ""ПО ""Маяк""",,1996-10-08,2019,,,,Химия,12.430311627847423,0.19566188724211905,0,29.57714244926965,,
ФИО_577,0,Участник мероприятия,Информационная безопасность; ,Студент,,2018-09-01,"""ФГУП """"ПО """"Маяк""""""",,,,,,,,55.237563311169474,,0,,,
ФИО_210,0,Участник мероприятия,Строительный контроль; ,Инженер-конструктор 3 категории,Специалист (рабочие специальности),,АО Чепецкий механический завод,,23.05.1986,2004-10-01,,,2020,,27.299937827903406,,0,,,
ФИО_221,0,Участник мероприятия,Работы на токарных универсальных станках; ,Инженер 1 категории по эксплуатации,Инженер,авг.16,"Акционерное общество ""Машиностроительный завод""",,1992-02-05,2020-01-09,,,,,51.70165465532571,,0,,,
ФИО_588,0,Участник мероприятия,Инженер-конструктор; ,Ведущий инженер управления с роительного контроля группы технического надзора,,авг.08,Электрохимический завод,,18.02.1987,,,,,,0.0,,0,,,
ФИО_644,1,Участник мероприятия,Мехатроника; ,электрослесарь по ремонту автоматики и средств измерения,Инженер,дек.15,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1985-05-19,12.03.2018,,,,,22.78169935729956,0.19125251171796448,0,32.17947280491167,,
ФИО_425,0,Участник мероприятия,Строительный контроль; ,Архитектор,Специалист (рабочие специальности),07.2019,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КОНСИСТ - ОПЕРАТОР СВЯЗИ"" ""БЕЛОЯРСКИЙ""",,1990-08-30,2014-07-14,,,,,3.634622490699746,,0,,,
ФИО_96,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,токарь,Инженер,2020-07-13,"""АО """"РИР"""" филиал в г. Озерске""",нет в предлагаемом списке,1986-07-27,декабрь 2018,,,2011,,37.05792931384513,0.07979233659890717,0,33.201885553751346,,
ФИО_448,0,Участник мероприятия,Строительный контроль; ,Инженер-конструктор 2 категории,,,"""АО """"Ведущий проектно-изыскательский и научно-исследовательский институт промышленной технологии""""""",,1961-06-30,,,,,,24.559739147600038,0.08842084646662732,0,29.205874237861607,,
ФИО_408,0,Участник мероприятия,Инженерное мышление. Каракури; ,Арматурщик 5 разряда,,2016-10-10,Титан 2,,1997-10-20,2006-03-01,,,,,0.0,,0,,,
ФИО_192,0,Участник мероприятия,Машинное обучение и большие данные; ,Специалист,,,"Филиал АО ""КОНСИСТ-ОС"" ""Кольский""",,1984-01-10,-,,,,,20.12464564620967,,0,,,
ФИО_359,1,Участник мероприятия,Мехатроника; ,Дозиметрист,Инженер,03.2013,Национа́льный иссле́довательский я́дерный университет «МИФИ́» (Московский инженерно-физический институт),Вывод из эксплуатации объектов использования атомной энергии,2003-09-30,2021-01-25,,"МБОУ ""Средняя общеобразовательная школа №176""",,,3.774366044818848,0.006031157503299987,0,27.78326522883693,,
ФИО_32,0,Участник мероприятия,Электроника; ,,Нет,05.2017,"""Федеральное государственное унитарное предприятие """"НАЦИОНАЛЬНЫЙ ОПЕРАТОР ПО ОБРАЩЕНИЮ С РАДИОАКТИВНЫМИ ОТХОДАМИ""""""",,1996-07-23,2007-11-06,,,,,11.909458627937461,,0,,,
ФИО_123,1,Участник мероприятия,Управление качеством; ,,,,"""АО """"Государственный специализированный проектный институт""""""",,1977-10-03,,,,,,15.07023532584555,,0,,,
ФИО_474,0,Участник мероприятия,Охрана труда; ,Инженер- геодезист  отдела капитального строительства,,09.2006,"""АО """"Электрогорский научно-исследовательский центр по безопасности атомных электростанций""""""",,2001-02-18,2012-05-07,,,,,22.668207000150073,0.04878925989956709,0,32.041177920723776,,
ФИО_122,0,Участник мероприятия,Инженерное проектирование; ,Ведущий инженер,,июн.01,,,,,Высшее,,,,13.585857319021137,0.1233281811256137,0,27.112152073117176,1.4833303337743802,
ФИО_219,1,Участник мероприятия,Информационная безопасность; ,Инженер-электроник,Специалист (рабочие специальности),сен.14,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «ГОРНО-ХИМИЧЕСКИЙ КОМБИНАТ»,,1980-01-11,2018-08-06,,,,,36.229055901601754,,0,,,
ФИО_656,0,Участник мероприятия,Управление жизненным циклом; ,Эл.слесарь по ремонту автоматики и средств измерений эл.станций,,2018-09-03,"""ФГУП """"Национальный оператор по обращению с радиоактивными отходами""""""",,2003-09-30,2018-04-09,,,,,41.3720352690254,,0,,,
ФИО_683,0,Участник мероприятия,Инженерное проектирование; ,Инженер по качеству,,авг.08,"Акционерное общество ""Сибирский химический комбинат""",,1994-09-28,,Высшее,,,,17.571825364223013,0.013256991679511929,0,34.4179803996271,1.3301423747280978,2.255636060378508
ФИО_592,1,Участник мероприятия,Управление жизненным циклом; ,Инженер-конструктор 3 категории,,2016-10-10,"Публичное акционерное общество ""Новосибирский завод химконцентратов""",,,2017-11-01,,,,,0.0,,0,,,
ФИО_119,0,Участник мероприятия,Управление жизненным циклом; ,-,Инженер,май.07,"""ФГУП """"Производственное объединение """"Маяк""""""",,11.01.2002,2021-09-07,,,,,19.386131214542594,0.0,0,33.374623544991046,,
ФИО_689,0,Участник мероприятия,Сметное дело; ,Инженер по качеству,,июл.18,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,25.03.1991,2016-01-27,,,,,7.009007005249318,,0,,,
ФИО_205,0,Участник мероприятия,Мехатроника; ,инженер-программист,Нет,2008-04-01,"Акционерное общество ""Гринатом""",Инженерное проектирование,1999-10-11,2021-05-14,,,,,17.355284945997166,,0,,,
ФИО_148,0,Участник мероприятия,Инженерное проектирование; ,Функциональный архитектор,,2016-02-01,"ООО ""ЗапСибНефтехим""",,1986-09-22,,,,,,0.0,0.052022488385219175,0,37.89227680517526,1.1344337286265191,2.2002378770736746
ФИО_72,0,Участник мероприятия,Электроника; ,Ведущий специалист по технической защите информации,,Учусь,Артем Александрович Бондаренко,нет в предлагаемом списке,2003-09-30,2013-09-18,,,,,32.445905919064565,,0,,,
ФИО_585,1,Участник мероприятия,Программные решения для бизнеса; ,Дозиметрист (радиацианно-технического контроля),,2010-07-22,Трехгорный технологический университет филиал НИЯУ МИФИ,,1999-02-18,2021-04-05,Высшее,ИГЭУ им. В.И. Ленина,2015;2014,Эксплуатация железных дорог,19.85702034173316,,0,,,
ФИО_364,0,Участник мероприятия,Охрана труда; ,главный специалист,Инженер,2011-06-01,"ФГУП ""РФЯЦ-ВНИИЭФ"" - филиал НИИИС им. Ю.Е.Седакова",,10.05.1980,2013-09-27,,,,Технология химической переработки древесины ,0.0,,0,,,
ФИО_619,1,Участник мероприятия,Управление жизненным циклом; ,Инженер 1 категории по эксплуатации,,02.11.2012,АО Чепецкий Механический Завод,,1997-08-18,2018-11-01,,,,,0.0,,0,,,
ФИО_97,1,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер-электроник 1 категории,,2021-02-02,АО Центральное конструкторское бюро машиностроения,,,2022,,НИЯУ МИФИ,,,37.178913250986845,,0,,,
ФИО_23,0,Участник мероприятия,Электроника; ,Электромонтер по ремонту и обслуживанию электрооборудования,Инженер,апр.08,АО Гринатом,,2004-03-23,2016-10-03,,,,,61.93104173780561,0.1720794786718178,0,29.133450038439385,,
ФИО_190,0,Участник мероприятия,Инженер-конструктор; ,Электромонтер по ремонту и обслуживанию оборудования,,2002-03-01,"""АО """"Центральное конструкторское бюро машиностроения""""""",,,,,,,,35.3908860797856,,0,,,
ФИО_124,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-программист,,авг.07,"""АО """"Сибирский химический комбинат""""""",,1974-12-27,,,,2018,,0.0,,0,,,
ФИО_240,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,начальник отдела,,,Национальный исследовательский ядерный университет «МИФИ»,,,,,,,,4.762114488180881,0.042754085869273886,0,34.70367127366279,,
ФИО_199,1,Участник мероприятия,Инженерное мышление. Каракури; ,старший лаборант,,03.10.2005,"""ФГУП """"ПО """"Маяк""""""",,1988-09-06,2020-10-01,среднее профессиональное,ФГБОУ ВО «Пензенский государственный университет»,2015;2014,,19.41678353110138,0.10453205167645116,0,32.73411186274687,,
ФИО_232,0,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер- геодезист  отдела капитального строительства,,2000-07-03,"Акционерное общество ""Центральное конструкторское бюро машиностроения""",Радиационный контроль,,,,,,,0.0,0.0,0,30.281603341145416,,
ФИО_604,0,Участник мероприятия,Сварочные технологии; ,Инженер-конструктор 3 кат,,08.1994,"АО ""Гринатом"" Отдел систем промышленной автоматизации",,1985-08-24,17.01.2022,среднее профессиональное,ИрГУПС,2015;2014,Архитектор-проектировщик,43.82351181359803,0.1483620209452748,0,31.423112723823127,1.2648529027473896,2.513491424451238
ФИО_695,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Электромонтёр 5 разряд,,2017-07-01,"Филиал АО ""Концерн Росэнергоатом ""Курская атомная станция""",,1999-11-04,2021-05-14,,,,Безопасность технологических процессов и производств ,12.616197182512536,,0,,,
ФИО_179,1,Участник мероприятия,Сетевое и системное администрирование; ,,,,Федеральное государственное унитарное предприятие «производственное объединение «Маяк»,,,,,,,,14.379179952206519,0.14239332069167393,0,22.770483389001956,,
ФИО_312,1,Участник мероприятия,Электроника; ,инженер-проектировщик 3 категории,,26.09.2011,ФГУП РФЯЦ ВНИИЭФ,,30.06.1991,2011-03-16,,,,,0.0,,0,32.72527569625416,,
ФИО_552,0,Участник мероприятия,Электроника; ,Ведущий эксперт,,03.2002,"""Филиал АО """"Концерн Росэнергоатом"""" Белоярская АЭС""",,30.10.1994,2020-09-15,,,,,16.350917496491604,,0,35.22643333326067,,
ФИО_493,1,Участник мероприятия,Работы на токарных универсальных станках; ,Главный специалист по ОТ,Инженер,1982-01-20,Горно Химический Комбинат,,2002-07-31,2021,,,,,12.340902649445866,0.11366951982137441,0,40.95386124632848,,
ФИО_664,0,Участник мероприятия,Инженер-конструктор; ,Ведущий инженер,,2012-10-13,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1976-10-23,,,,,,20.97865002774251,,0,,,
ФИО_77,1,Участник мероприятия,Программные решения для бизнеса; ,Наладчик станков и манипуляторов с программным управлением,Инженер,,"""АО """"Сибирский химический комбинат""""""",,1984-01-10,,,,,,21.910845140437818,0.0,0,31.546126651851342,,
ФИО_15,0,Участник мероприятия,Строительный контроль; ,Оператор станков с ЧПУ,,,Филиал АО ''Концерн Росэнергоатом'' ''Балаковская атомная станция'',,1991-11-26,,,,,,19.32824509245744,0.014386195875047095,0,21.135950424143253,1.336802344991188,1.5311523189889815
